datetime,pm2_5,pm10,no2,so2,o3,co,aqi_index
2024-12-12 12:00:00+00:00,43.46,87.37,29.13,34.81,113.01,821.11,3
2024-12-12 13:00:00+00:00,41.67,86.52,35.3,34.33,95.84,907.9,3
2024-12-12 14:00:00+00:00,43.15,89.74,39.41,32.9,86.55,1001.36,3
2024-12-12 15:00:00+00:00,44.44,90.09,35.99,28.37,87.26,1001.36,3
2024-12-12 16:00:00+00:00,65.75,117.24,50.72,32.42,68.66,1468.66,4
2024-12-12 17:00:00+00:00,84.15,137.27,55.52,31.95,57.94,1815.8,5
2024-12-12 18:00:00+00:00,83.78,132.02,47.98,27.42,61.51,1762.39,5
2024-12-12 19:00:00+00:00,71.78,114.19,41.13,23.37,65.8,1522.06,4
2024-12-12 20:00:00+00:00,52.61,88.74,31.87,19.55,72.24,1148.22,4
2024-12-12 21:00:00+00:00,42.41,74.47,22.62,17.4,78.68,881.2,3
2024-12-12 22:00:00+00:00,38.94,69.25,17.48,16.69,83.68,754.36,3
2024-12-12 23:00:00+00:00,36.12,66.55,14.91,16.69,87.26,680.92,3
2024-12-13 00:00:00+00:00,33.23,63.55,13.88,16.69,88.69,627.52,3
2024-12-13 01:00:00+00:00,30.1,59.54,14.05,16.69,90.12,594.14,3
2024-12-13 02:00:00+00:00,34.72,66.26,19.54,19.31,85.83,734.33,3
2024-12-13 03:00:00+00:00,54.21,95.12,35.3,25.51,73.67,1148.22,4
2024-12-13 04:00:00+00:00,74.01,126.44,45.24,31.47,74.39,1415.25,4
2024-12-13 05:00:00+00:00,89.52,148.48,40.44,36.72,91.55,1401.9,5
2024-12-13 06:00:00+00:00,97.16,158.09,31.19,41.48,115.87,1201.63,5
2024-12-13 07:00:00+00:00,77.23,128.73,20.22,37.19,135.9,854.49,5
2024-12-13 08:00:00+00:00,66.54,117.45,17.65,34.81,141.62,741,4
2024-12-13 09:00:00+00:00,66.34,123.01,17.31,34.33,144.48,714.3,4
2024-12-13 10:00:00+00:00,63.33,120.75,18.16,30.99,144.48,720.98,4
2024-12-13 11:00:00+00:00,62.97,121.96,20.56,30.99,141.62,741,4
2024-12-13 12:00:00+00:00,64.84,127.44,24.68,33.38,135.9,781.06,4
2024-12-13 13:00:00+00:00,68.97,135.47,29.47,34.81,125.89,867.84,4
2024-12-13 14:00:00+00:00,77.37,148.29,31.19,33.38,118.73,961.3,5
2024-12-13 15:00:00+00:00,85.49,160.49,28.1,30.52,115.87,988.01,5
2024-12-13 16:00:00+00:00,103.76,187.38,30.85,31.47,108.72,1174.93,5
2024-12-13 17:00:00+00:00,118.89,206.23,30.16,29.33,107.29,1281.74,5
2024-12-13 18:00:00+00:00,127.1,208.63,28.1,26.46,108.72,1321.79,5
2024-12-13 19:00:00+00:00,121.14,190.44,25.36,24.32,113.01,1228.33,5
2024-12-13 20:00:00+00:00,104.71,162.49,18.34,21.7,120.16,961.3,5
2024-12-13 21:00:00+00:00,93.68,144.3,11.14,18.6,127.32,767.71,5
2024-12-13 22:00:00+00:00,91.12,139.24,8.83,17.4,131.61,707.63,5
2024-12-13 23:00:00+00:00,91.87,139.52,8.4,17.88,133.04,700.95,5
2024-12-14 00:00:00+00:00,94.17,142.99,8.48,19.07,133.04,707.63,5
2024-12-14 01:00:00+00:00,98.44,150.06,9.51,20.74,133.04,734.33,5
2024-12-14 02:00:00+00:00,106.5,162.65,13.71,23.37,128.75,854.49,5
2024-12-14 03:00:00+00:00,122,185.14,26.39,27.18,115.87,1188.28,5
2024-12-14 04:00:00+00:00,129.05,199.63,38.73,30.04,107.29,1441.96,5
2024-12-14 05:00:00+00:00,124.61,200.32,35.99,32.42,113.01,1388.55,5
2024-12-14 06:00:00+00:00,116.91,193.42,28.1,35.29,130.18,1188.28,5
2024-12-14 07:00:00+00:00,91.66,153.73,18.16,36.24,151.63,827.79,5
2024-12-14 08:00:00+00:00,81.31,134.89,16.45,38.62,160.22,734.33,5
2024-12-14 09:00:00+00:00,74.1,122.15,16.62,41.01,164.51,700.95,4
2024-12-14 10:00:00+00:00,69.09,112.71,17.82,40.53,164.51,700.95,4
2024-12-14 11:00:00+00:00,67.56,111,20.56,42.92,163.08,734.33,4
2024-12-14 12:00:00+00:00,69.53,114.73,24.33,45.78,158.79,781.06,4
2024-12-14 13:00:00+00:00,83.22,134.71,37.7,51.02,140.19,1081.47,5
2024-12-14 14:00:00+00:00,105.08,168.79,52.78,51.02,120.16,1522.06,5
2024-12-14 15:00:00+00:00,120.81,191.63,54.15,44.82,105.86,1735.69,5
2024-12-14 16:00:00+00:00,128.42,202.26,47.98,37.67,100.14,1762.39,5
2024-12-14 17:00:00+00:00,130.52,203.43,40.44,31.47,98.71,1668.93,5
2024-12-14 18:00:00+00:00,132.24,203.29,35.3,26.94,98.71,1588.82,5
2024-12-14 19:00:00+00:00,127.92,193.85,32.22,23.37,98.71,1482.01,5
2024-12-14 20:00:00+00:00,115.33,173.81,26.73,20.03,100.14,1255.04,5
2024-12-14 21:00:00+00:00,105.51,156.88,19.88,17.64,104.43,1054.76,5
2024-12-14 22:00:00+00:00,103.46,150.65,16.11,16.69,104.43,974.66,5
2024-12-14 23:00:00+00:00,105.37,149.87,15.42,16.69,103,988.01,5
2024-12-15 00:00:00+00:00,107.04,150.26,15.94,16.93,98.71,1028.06,5
2024-12-15 01:00:00+00:00,109.53,151.94,18.51,17.4,94.41,1094.82,5
2024-12-15 02:00:00+00:00,120.99,164.33,28.1,19.79,85.83,1361.85,5
2024-12-15 03:00:00+00:00,158.23,208.1,60.32,25.51,60.8,2216.34,5
2024-12-15 04:00:00+00:00,190.93,250.57,89.11,31.47,41.84,3177.64,5
2024-12-15 05:00:00+00:00,196.09,262.24,90.48,35.29,47.92,3417.97,5
2024-12-15 06:00:00+00:00,188.56,256.57,80.88,39.58,73.67,3097.53,5
2024-12-15 07:00:00+00:00,138.64,199.43,50.72,41.96,123.02,1922.61,5
2024-12-15 08:00:00+00:00,121.05,172.87,39.07,43.39,153.06,1522.06,5
2024-12-15 09:00:00+00:00,113.69,159.92,34.96,43.87,171.66,1401.9,5
2024-12-15 10:00:00+00:00,95.14,134.15,25.02,33.38,181.67,1081.47,5
2024-12-15 11:00:00+00:00,77.93,110.66,20.56,24.32,177.38,881.2,5
2024-12-15 12:00:00+00:00,59.76,86.85,18.85,17.64,158.79,720.98,4
2024-12-15 13:00:00+00:00,71.53,98.86,56.21,18.6,100.14,1388.55,4
2024-12-15 14:00:00+00:00,117.38,150.92,119.27,26.7,35.05,2670.29,5
2024-12-15 15:00:00+00:00,177.22,219.95,148.06,34.81,4.07,3738.4,5
2024-12-15 16:00:00+00:00,283.39,339.59,160.4,47.21,0.02,5447.39,5
2024-12-15 17:00:00+00:00,422.84,497.17,183.7,59.6,0,7690.43,5
2024-12-15 18:00:00+00:00,495.96,588.67,191.93,60.56,0,8544.92,5
2024-12-15 19:00:00+00:00,445.89,546.52,167.25,49.59,0,7690.43,5
2024-12-15 20:00:00+00:00,321.74,412.35,128.87,35.29,0,5554.2,5
2024-12-15 21:00:00+00:00,223.83,302.57,93.22,26.7,0.18,3685,5
2024-12-15 22:00:00+00:00,176.76,246.65,66.49,24.08,10.91,2483.37,5
2024-12-15 23:00:00+00:00,163.39,226.99,43.18,23.6,41.13,2002.72,5
2024-12-16 00:00:00+00:00,155.67,213.68,32.9,23.84,65.09,1735.69,5
2024-12-16 01:00:00+00:00,149.55,203.14,30.85,24.8,79.39,1615.52,5
2024-12-16 02:00:00+00:00,165.43,218.79,43.87,28.13,73.67,1976.01,5
2024-12-16 03:00:00+00:00,227.83,288.64,91.85,36.24,41.13,3257.75,5
2024-12-16 04:00:00+00:00,293.9,367.51,132.98,44.82,20.92,4913.33,5
2024-12-16 05:00:00+00:00,335.28,420.52,145.32,51.98,27.89,5928.04,5
2024-12-16 06:00:00+00:00,377.52,470.21,160.4,60.08,45.78,6408.69,5
2024-12-16 07:00:00+00:00,146.55,205.82,52.78,48.16,130.18,1869.2,5
2024-12-16 08:00:00+00:00,117.98,173.58,32.9,46.25,154.5,1268.39,5
2024-12-16 09:00:00+00:00,114.02,168.56,29.13,49.11,167.37,1161.58,5
2024-12-16 10:00:00+00:00,107.09,159.53,27.76,49.11,173.09,1068.12,5
2024-12-16 11:00:00+00:00,98.54,148.44,27.76,47.21,167.37,988.01,5
2024-12-16 12:00:00+00:00,89.47,137.62,30.5,49.11,147.34,947.95,5
2024-12-16 13:00:00+00:00,110.07,174.31,84.31,58.17,71.53,1842.5,5
2024-12-16 14:00:00+00:00,166.58,264.81,143.95,63.9,2.64,3631.59,5
2024-12-16 15:00:00+00:00,253.64,387.56,146.69,64.85,0,5393.98,5
2024-12-16 16:00:00+00:00,396.7,551.01,163.14,73.43,0,7690.43,5
2024-12-16 17:00:00+00:00,571.58,731.27,202.89,87.74,0,10467.53,5
2024-12-16 18:00:00+00:00,655.64,821.64,230.31,92.51,0,11749.27,5
2024-12-16 19:00:00+00:00,551.47,707.8,205.64,77.25,0,9826.66,5
2024-12-16 20:00:00+00:00,380.77,510.28,159.03,53.88,0,6835.94,5
2024-12-16 21:00:00+00:00,248.83,347.35,122.01,37.67,0.02,4325.87,5
2024-12-16 22:00:00+00:00,192.21,269.55,94.59,30.52,0.63,3070.83,5
2024-12-16 23:00:00+00:00,185.6,250.84,76.77,28.61,4.02,2696.99,5
2024-12-17 00:00:00+00:00,191.02,248.12,64.43,27.42,12.16,2563.48,5
2024-12-17 01:00:00+00:00,194.01,245.77,60.32,25.99,19.49,2510.07,5
2024-12-17 02:00:00+00:00,203.77,256.97,71.97,26.94,17.52,2723.69,5
2024-12-17 03:00:00+00:00,249.58,317.98,106.93,32.42,2.21,3791.81,5
2024-12-17 04:00:00+00:00,322.17,406.21,126.12,42.92,5.99,5714.42,5
2024-12-17 05:00:00+00:00,403.22,497.04,149.43,55.31,13.41,7690.43,5
2024-12-17 06:00:00+00:00,465.83,568.05,194.67,65.8,28.61,8544.92,5
2024-12-17 07:00:00+00:00,261.57,366.7,128.87,71.53,94.41,4272.46,5
2024-12-17 08:00:00+00:00,224.56,343.23,97.33,73.43,141.62,3204.35,5
2024-12-17 09:00:00+00:00,206.6,328.07,80.2,76.29,165.94,2723.69,5
2024-12-17 10:00:00+00:00,218.22,338.76,94.59,78.2,157.36,2937.32,5
2024-12-17 11:00:00+00:00,270.99,394.8,142.57,77.25,125.89,3952.03,5
2024-12-17 12:00:00+00:00,293.56,419.7,189.19,71.53,71.53,4699.71,5
2024-12-17 13:00:00+00:00,268.57,387.73,216.6,63.9,6.79,5287.17,5
2024-12-17 14:00:00+00:00,218.39,319.32,171.36,56.74,0,5447.39,5
2024-12-17 15:00:00+00:00,145.87,226.22,111.04,44.35,3.31,3791.81,5
2024-12-17 16:00:00+00:00,82.57,157.26,45.24,28.61,62.23,1562.12,5
2024-12-17 17:00:00+00:00,90.71,170.98,40.1,25.51,70.1,1495.36,5
2024-12-17 18:00:00+00:00,93.7,175.15,38.04,23.37,70.1,1495.36,5
2024-12-17 19:00:00+00:00,85.01,163.46,34.96,21.22,69.38,1361.85,5
2024-12-17 20:00:00+00:00,66.73,135.99,27.08,18.36,73.67,1068.12,4
2024-12-17 21:00:00+00:00,54.31,112.49,19.19,16.21,79.39,814.44,4
2024-12-17 22:00:00+00:00,48.7,97.54,15.08,15.74,83.68,714.3,3
2024-12-17 23:00:00+00:00,45.68,88.95,14.05,15.97,85.83,680.92,3
2024-12-18 00:00:00+00:00,44.83,86.68,14.05,16.45,87.26,680.92,3
2024-12-18 01:00:00+00:00,46.05,88.57,15.77,17.4,86.55,714.3,3
2024-12-18 02:00:00+00:00,56.32,101.8,23.31,20.5,80.82,934.6,4
2024-12-18 03:00:00+00:00,83.16,135.74,45.93,26.46,62.94,1548.77,5
2024-12-18 04:00:00+00:00,103.69,163.37,61.69,32.9,52.93,2002.72,5
2024-12-18 05:00:00+00:00,114.25,178.58,56.89,39.58,65.09,2029.42,5
2024-12-18 06:00:00+00:00,117.49,183.68,47.3,45.78,90.12,1789.09,5
2024-12-18 07:00:00+00:00,92.01,145.86,31.19,38.15,118.73,1241.68,5
2024-12-18 08:00:00+00:00,63.1,101.26,22.96,28.13,127.32,947.95,4
2024-12-18 09:00:00+00:00,52.38,85.53,21.59,25.99,130.18,867.84,4
2024-12-18 10:00:00+00:00,68.85,104.21,43.53,30.28,113.01,1361.85,4
2024-12-18 11:00:00+00:00,105.17,148.33,87.05,37.67,80.82,2349.85,5
2024-12-18 12:00:00+00:00,131.01,181.88,131.61,41.96,40.77,3150.94,5
2024-12-18 13:00:00+00:00,149.54,205.57,167.25,45.3,2.86,4005.43,5
2024-12-18 14:00:00+00:00,171.75,232.19,168.62,52.93,0,4753.11,5
2024-12-18 15:00:00+00:00,172.45,237.04,154.91,57.7,1.59,4272.46,5
2024-12-18 16:00:00+00:00,143.29,209.92,104.19,47.21,24.68,2830.51,5
2024-12-18 17:00:00+00:00,166.24,242.17,89.11,43.39,28.97,2910.61,5
2024-12-18 18:00:00+00:00,179.87,257.2,79.51,40.53,36.12,2910.61,5
2024-12-18 19:00:00+00:00,178.53,251.9,74.71,37.67,39.34,2830.51,5
2024-12-18 20:00:00+00:00,160.82,224.88,67.17,33.38,41.84,2590.18,5
2024-12-18 21:00:00+00:00,134.57,186.99,51.41,28.13,51.5,2109.53,5
2024-12-18 22:00:00+00:00,121.51,165.78,39.07,24.56,59.37,1762.39,5
2024-12-18 23:00:00+00:00,115.87,155.72,31.87,22.65,65.8,1588.82,5
2024-12-19 00:00:00+00:00,109.57,146.87,28.45,21.93,70.1,1455.31,5
2024-12-19 01:00:00+00:00,105.84,142.1,29.82,21.93,70.1,1441.96,5
2024-12-19 02:00:00+00:00,120.78,159.48,44.55,24.56,60.08,1815.8,5
2024-12-19 03:00:00+00:00,181.04,229.99,94.59,32.42,25.03,3124.24,5
2024-12-19 04:00:00+00:00,238.16,302.7,120.64,41.01,15.38,4646.3,5
2024-12-19 05:00:00+00:00,259.3,336.42,123.38,46.73,25.39,5287.17,5
2024-12-19 06:00:00+00:00,248.26,327.94,120.64,51.5,47.21,4753.11,5
2024-12-19 07:00:00+00:00,87.93,133.9,39.41,30.04,113.01,1428.6,5
2024-12-19 08:00:00+00:00,63.55,102.22,23.31,23.6,131.61,947.95,4
2024-12-19 09:00:00+00:00,60.18,98.01,21.42,22.17,140.19,867.84,4
2024-12-19 10:00:00+00:00,55.67,94.13,20.05,19.79,141.62,787.73,4
2024-12-19 11:00:00+00:00,48.18,87.21,18.68,16.45,131.61,687.6,3
2024-12-19 12:00:00+00:00,42,81.85,18.51,13.23,115.87,614.17,3
2024-12-19 13:00:00+00:00,41.94,82.2,26.39,13.71,100.14,727.65,3
2024-12-19 14:00:00+00:00,50.25,91.88,39.76,18.12,85.83,1014.71,4
2024-12-19 15:00:00+00:00,65.79,109.23,50.04,23.84,75.82,1308.44,4
2024-12-19 16:00:00+00:00,135.4,194.04,104.19,37.67,31.83,2777.1,5
2024-12-19 17:00:00+00:00,217.41,293.91,137.09,48.64,3.13,4112.24,5
2024-12-19 18:00:00+00:00,229.32,309.95,117.9,47.68,8.67,3845.21,5
2024-12-19 19:00:00+00:00,204.61,278.71,84.31,42.44,34.69,3044.13,5
2024-12-19 20:00:00+00:00,176.63,237.23,60.32,35.29,56.51,2376.56,5
2024-12-19 21:00:00+00:00,157.05,205.32,40.44,30.28,77.25,1815.8,5
2024-12-19 22:00:00+00:00,150.34,189.99,27.76,28.61,92.98,1468.66,5
2024-12-19 23:00:00+00:00,145.55,180.08,21.93,28.37,103,1295.09,5
2024-12-20 00:00:00+00:00,138.78,170.88,19.88,28.13,108.72,1214.98,5
2024-12-20 01:00:00+00:00,136.02,167.88,21.42,28.61,110.15,1214.98,5
2024-12-20 02:00:00+00:00,150.49,185.96,32.9,31.47,103,1522.06,5
2024-12-20 03:00:00+00:00,187.43,231.73,69.23,37.67,73.67,2456.67,5
2024-12-20 04:00:00+00:00,202.34,253.62,97.33,41.48,50.78,3231.05,5
2024-12-20 05:00:00+00:00,185.2,239.04,90.48,42.92,57.94,3150.94,5
2024-12-20 06:00:00+00:00,153.93,206.13,68.55,42.44,84.4,2510.07,5
2024-12-20 07:00:00+00:00,76.31,111.16,29.82,28.37,120.16,1174.93,5
2024-12-20 08:00:00+00:00,53.32,81.19,19.36,24.56,128.75,827.79,4
2024-12-20 09:00:00+00:00,53.49,81.83,17.65,27.42,131.61,774.38,4
2024-12-20 10:00:00+00:00,55.08,82.19,17.14,28.37,133.04,747.68,4
2024-12-20 11:00:00+00:00,60.06,87.12,19.88,30.52,133.04,794.41,4
2024-12-20 12:00:00+00:00,62.17,88.93,24.33,30.99,127.32,854.49,4
2024-12-20 13:00:00+00:00,76.37,105.41,50.72,37.19,97.27,1401.9,5
2024-12-20 14:00:00+00:00,102.76,137.04,81.57,44.35,63.66,2189.64,5
2024-12-20 15:00:00+00:00,130.19,169.35,87.05,47.21,53.64,2590.18,5
2024-12-20 16:00:00+00:00,150.21,193.09,77.46,47.21,60.08,2616.88,5
2024-12-20 17:00:00+00:00,154.79,197.68,61.69,44.35,75.82,2349.85,5
2024-12-20 18:00:00+00:00,153.03,193.59,50.72,41.48,88.69,2109.53,5
2024-12-20 19:00:00+00:00,140.58,177.65,42.5,38.62,98.71,1762.39,5
2024-12-20 20:00:00+00:00,119.4,151.11,31.19,34.81,108.72,1348.5,5
2024-12-20 21:00:00+00:00,106.04,134.26,18.68,30.52,118.73,1001.36,5
2024-12-20 22:00:00+00:00,104.26,131.21,13.54,28.61,124.45,867.84,5
2024-12-20 23:00:00+00:00,106.66,133.95,12.34,29.09,124.45,854.49,5
2024-12-21 00:00:00+00:00,110.07,138.06,12.51,30.04,121.59,867.84,5
2024-12-21 01:00:00+00:00,113.12,141.92,14.22,30.99,117.3,907.9,5
2024-12-21 02:00:00+00:00,118.92,148.88,20.73,32.9,108.72,1081.47,5
2024-12-21 03:00:00+00:00,134.98,168.68,39.76,36.24,89.41,1562.12,5
2024-12-21 04:00:00+00:00,139.53,175.9,55.52,38.15,78.68,1949.31,5
2024-12-21 05:00:00+00:00,130.93,168,52.09,38.15,85.83,1949.31,5
2024-12-21 06:00:00+00:00,116.98,152.18,40.1,36.72,105.86,1642.23,5
2024-12-21 07:00:00+00:00,74.52,100.05,20.22,25.27,130.18,961.3,4
2024-12-21 08:00:00+00:00,59.28,81.14,15.25,21.93,137.33,781.06,4
2024-12-21 09:00:00+00:00,52.61,73.95,14.22,21.22,138.76,720.98,4
2024-12-21 10:00:00+00:00,47.05,67.34,14.57,19.55,137.33,694.27,3
2024-12-21 11:00:00+00:00,46.18,66.42,16.62,18.84,131.61,720.98,3
2024-12-21 12:00:00+00:00,47.38,69.01,20.39,18.84,124.45,774.38,3
2024-12-21 13:00:00+00:00,61.25,87.14,40.78,24.56,100.14,1214.98,4
2024-12-21 14:00:00+00:00,84.24,116.65,61.69,30.28,75.82,1815.8,5
2024-12-21 15:00:00+00:00,103.64,141.4,63.06,31.47,71.53,2029.42,5
2024-12-21 16:00:00+00:00,119.47,161.89,54.84,30.52,78.68,2056.12,5
2024-12-21 17:00:00+00:00,129.58,173.63,46.61,28.85,85.83,1976.01,5
2024-12-21 18:00:00+00:00,136.18,179.76,42.5,26.94,88.69,1922.61,5
2024-12-21 19:00:00+00:00,133.8,174.59,39.76,24.32,89.41,1815.8,5
2024-12-21 20:00:00+00:00,118.25,152.99,32.22,20.5,92.98,1522.06,5
2024-12-21 21:00:00+00:00,105.13,135.33,22.62,17.88,100.14,1228.33,5
2024-12-21 22:00:00+00:00,99.24,128.16,16.96,16.69,104.43,1068.12,5
2024-12-21 23:00:00+00:00,97.14,126.18,15.59,16.93,103,1028.06,5
2024-12-22 00:00:00+00:00,97.15,127,16.11,17.64,100.14,1041.41,5
2024-12-22 01:00:00+00:00,99.08,130.09,18.68,18.36,97.27,1108.17,5
2024-12-22 02:00:00+00:00,112.03,145.49,28.79,20.5,87.26,1401.9,5
2024-12-22 03:00:00+00:00,154.97,195.99,63.06,26.23,59.37,2349.85,5
2024-12-22 04:00:00+00:00,201.01,252.97,100.08,32.42,37.55,3471.37,5
2024-12-22 05:00:00+00:00,221.16,280.56,104.19,38.62,46.49,3898.62,5
2024-12-22 06:00:00+00:00,221.8,280.74,94.59,46.73,78.68,3578.19,5
2024-12-22 07:00:00+00:00,100.59,132.75,30.16,27.66,133.04,1268.39,5
2024-12-22 08:00:00+00:00,69.27,95.05,18.34,20.27,143.05,867.84,4
2024-12-22 09:00:00+00:00,57.13,81.95,14.57,16.21,147.34,720.98,4
2024-12-22 10:00:00+00:00,42.6,66.07,10.71,11.44,138.76,567.44,3
2024-12-22 11:00:00+00:00,33.13,55.55,8.48,8.11,124.45,453.95,3
2024-12-22 12:00:00+00:00,29.51,51.49,8.31,6.5,114.44,417.23,3
2024-12-22 13:00:00+00:00,30.18,52.7,11.14,6.26,107.29,460.62,3
2024-12-22 14:00:00+00:00,32.63,56.1,12.85,6.32,105.86,507.35,3
2024-12-22 15:00:00+00:00,35.49,59.56,12,6.38,108.72,520.71,3
2024-12-22 16:00:00+00:00,59.86,89.19,33.24,10.37,86.55,1054.76,4
2024-12-22 17:00:00+00:00,103.87,141.89,64.43,15.5,51.5,1895.9,5
2024-12-22 18:00:00+00:00,151.16,196.94,91.85,19.55,25.03,2696.99,5
2024-12-22 19:00:00+00:00,182.15,232.29,111.04,21.22,8.76,3284.45,5
2024-12-22 20:00:00+00:00,215.8,266.96,127.49,21.93,1.63,3898.62,5
2024-12-22 21:00:00+00:00,271.93,329.72,143.95,24.32,0.07,4859.92,5
2024-12-22 22:00:00+00:00,282.55,344.83,138.46,24.56,0.08,4913.33,5
2024-12-22 23:00:00+00:00,218.67,280.36,105.56,22.65,1.59,3791.81,5
2024-12-23 00:00:00+00:00,129.59,186.98,59.63,20.03,17.88,2189.64,5
2024-12-23 01:00:00+00:00,86.08,140.34,31.87,19.07,43.27,1321.79,5
2024-12-23 02:00:00+00:00,110.42,166.45,37.36,22.41,50.07,1522.06,5
2024-12-23 03:00:00+00:00,184,250.22,76.77,31.47,30.4,2670.29,5
2024-12-23 04:00:00+00:00,265.53,348.94,112.41,41.01,18.42,4165.65,5
2024-12-23 05:00:00+00:00,315.93,414.23,124.75,49.59,30.4,5020.14,5
2024-12-23 06:00:00+00:00,335.64,439.51,128.87,59.13,59.37,4859.92,5
2024-12-23 07:00:00+00:00,248.73,332.19,91.85,78.2,115.87,3124.24,5
2024-12-23 08:00:00+00:00,231.76,310.15,81.57,86.78,145.91,2696.99,5
2024-12-23 09:00:00+00:00,230.38,305.55,76.09,84.88,173.09,2536.77,5
2024-12-23 10:00:00+00:00,156.92,215.6,43.87,48.16,181.67,1615.52,5
2024-12-23 11:00:00+00:00,108.5,158.35,29.13,27.18,170.23,1121.52,5
2024-12-23 12:00:00+00:00,77.71,124.08,23.31,17.4,150.2,867.84,5
2024-12-23 13:00:00+00:00,79.17,128.14,58.26,15.26,90.84,1401.9,5
2024-12-23 14:00:00+00:00,117.7,174.47,117.9,19.79,25.39,2536.77,5
2024-12-23 15:00:00+00:00,182.96,251.94,141.2,27.18,0.74,3791.81,5
2024-12-23 16:00:00+00:00,300.19,388.73,159.03,40.53,0,5928.04,5
2024-12-23 17:00:00+00:00,517.2,640.1,219.35,60.56,0,9826.66,5
2024-12-23 18:00:00+00:00,581.7,734.68,244.02,66.76,0,10787.96,5
2024-12-23 19:00:00+00:00,278.19,378.61,143.95,43.87,1.99,4806.52,5
2024-12-23 20:00:00+00:00,156.4,217.91,67.17,29.33,40.05,2243.04,5
2024-12-23 21:00:00+00:00,116.93,158.18,33.93,23.37,77.25,1401.9,5
2024-12-23 22:00:00+00:00,100.52,132.57,23.31,20.74,90.84,1134.87,5
2024-12-23 23:00:00+00:00,88.7,116.78,19.19,20.27,94.41,1001.36,5
2024-12-24 00:00:00+00:00,81.6,107.83,17.65,20.98,95.84,921.25,5
2024-12-24 01:00:00+00:00,81.95,108.06,18.68,22.65,97.27,907.9,5
2024-12-24 02:00:00+00:00,94.38,122.58,26.39,25.27,94.41,1121.52,5
2024-12-24 03:00:00+00:00,127.21,163.33,52.09,30.28,73.67,1815.8,5
2024-12-24 04:00:00+00:00,149.48,195.14,76.09,33.38,57.94,2429.96,5
2024-12-24 05:00:00+00:00,148.25,197.41,69.92,36.72,67.23,2429.96,5
2024-12-24 06:00:00+00:00,136.21,182.81,52.09,40.05,94.41,1976.01,5
2024-12-24 07:00:00+00:00,112.5,148.61,28.79,34.33,130.18,1241.68,5
2024-12-24 08:00:00+00:00,91.9,118.35,20.73,28.61,141.62,974.66,5
2024-12-24 09:00:00+00:00,83.46,105.48,17.65,25.51,143.05,867.84,5
2024-12-24 10:00:00+00:00,76.09,95.44,15.59,20.5,138.76,781.06,5
2024-12-24 11:00:00+00:00,75.6,93.72,16.79,17.88,133.04,781.06,5
2024-12-24 12:00:00+00:00,77.64,95.47,19.71,17.17,125.89,821.11,5
2024-12-24 13:00:00+00:00,87.49,106.54,27.08,18.6,115.87,988.01,5
2024-12-24 14:00:00+00:00,106.88,128.55,32.22,21.22,110.15,1188.28,5
2024-12-24 15:00:00+00:00,121.69,146.04,30.5,21.22,113.01,1281.74,5
2024-12-24 16:00:00+00:00,143.75,173.22,33.93,25.03,107.29,1508.71,5
2024-12-24 17:00:00+00:00,156.2,188.94,33.24,26.23,105.86,1602.17,5
2024-12-24 18:00:00+00:00,155.55,188.63,30.85,24.32,104.43,1575.47,5
2024-12-24 19:00:00+00:00,144.62,176.54,27.76,22.17,105.86,1428.6,5
2024-12-24 20:00:00+00:00,131.3,160.54,21.76,20.98,113.01,1174.93,5
2024-12-24 21:00:00+00:00,128.96,156.92,16.28,21.22,121.59,1028.06,5
2024-12-24 22:00:00+00:00,131.89,160.2,13.54,22.17,128.75,988.01,5
2024-12-24 23:00:00+00:00,133.88,162.77,12.68,22.89,133.04,974.66,5
2024-12-25 00:00:00+00:00,134.41,163.89,12.85,23.6,133.04,961.3,5
2024-12-25 01:00:00+00:00,134.02,164.78,14.39,24.56,128.75,974.66,5
2024-12-25 02:00:00+00:00,141.04,174.25,20.73,26.7,121.59,1148.22,5
2024-12-25 03:00:00+00:00,161.73,201.11,39.76,31.95,100.14,1642.23,5
2024-12-25 04:00:00+00:00,171.37,215.87,58.26,35.76,84.4,2056.12,5
2024-12-25 05:00:00+00:00,163.57,208.53,54.15,37.67,91.55,1976.01,5
2024-12-25 06:00:00+00:00,149.98,192.84,40.78,38.15,113.01,1682.28,5
2024-12-25 07:00:00+00:00,119.08,151.47,23.65,30.52,138.76,1161.58,5
2024-12-25 08:00:00+00:00,103.29,129.38,17.99,25.99,150.2,974.66,5
2024-12-25 09:00:00+00:00,91.48,115.07,16.45,22.65,151.63,907.9,5
2024-12-25 10:00:00+00:00,81.8,103.3,16.45,19.07,145.91,867.84,5
2024-12-25 11:00:00+00:00,78.36,99.74,18.16,17.88,140.19,881.2,5
2024-12-25 12:00:00+00:00,76.88,98.84,21.42,17.64,131.61,907.9,5
2024-12-25 13:00:00+00:00,79.88,102.54,27.42,18.12,121.59,1041.41,5
2024-12-25 14:00:00+00:00,91.02,115.71,30.85,19.31,115.87,1174.93,5
2024-12-25 15:00:00+00:00,104.83,131.39,28.79,19.79,117.3,1241.68,5
2024-12-25 16:00:00+00:00,126.98,158.08,31.53,24.56,113.01,1428.6,5
2024-12-25 17:00:00+00:00,142.03,175.81,30.85,27.42,110.15,1508.71,5
2024-12-25 18:00:00+00:00,145.26,178.81,28.1,27.18,111.58,1455.31,5
2024-12-25 19:00:00+00:00,136.75,168.21,24.68,26.7,114.44,1295.09,5
