datetime,pm2_5,pm10,no2,so2,o3,co,aqi_index
2025-08-05 02:00:00+00:00,12.12,49.65,0.08,0.31,43.01,75.34,2
2025-08-05 03:00:00+00:00,11.85,47.89,0.08,0.31,43.39,75.36,2
2025-08-05 04:00:00+00:00,11.66,46.32,0.08,0.3,43.88,75.67,2
2025-08-05 05:00:00+00:00,11.81,46.82,0.07,0.31,44.35,76.04,2
2025-08-05 06:00:00+00:00,11.86,47,0.06,0.31,44.69,76.52,2
2025-08-05 07:00:00+00:00,11.74,46.49,0.05,0.32,44.87,76.76,2
2025-08-05 08:00:00+00:00,11.49,45.48,0.05,0.31,44.97,76.93,2
2025-08-05 09:00:00+00:00,11.23,44.7,0.05,0.31,44.9,76.8,2
2025-08-05 10:00:00+00:00,10.95,44.54,0.05,0.31,44.71,76.69,2
2025-08-05 11:00:00+00:00,10.5,44.2,0.06,0.31,44.39,77.06,2
2025-08-05 12:00:00+00:00,10.21,44.55,0.06,0.31,43.94,77.63,2
2025-08-05 13:00:00+00:00,10.13,42.87,0.07,0.3,43.5,78.62,2
2025-08-05 14:00:00+00:00,10.26,40.95,0.08,0.3,43.13,79.53,2
2025-08-05 15:00:00+00:00,10.64,41.22,0.08,0.3,42.96,80.05,2
2025-08-05 16:00:00+00:00,11.09,44.47,0.08,0.31,42.92,80.44,2
2025-08-05 17:00:00+00:00,11.44,48.09,0.08,0.32,42.92,81.24,2
2025-08-05 18:00:00+00:00,11.72,50.02,0.08,0.33,42.86,82.16,3
2025-08-05 19:00:00+00:00,11.97,50.03,0.08,0.33,42.67,82.79,3
2025-08-05 20:00:00+00:00,12.24,49.43,0.08,0.32,42.44,83.1,2
2025-08-05 21:00:00+00:00,12.57,49.92,0.08,0.32,42.32,82.8,2
2025-08-05 22:00:00+00:00,12.9,50.84,0.08,0.32,42.23,82.34,3
2025-08-05 23:00:00+00:00,13.36,55.41,0.08,0.32,42.19,81.67,3
2025-08-06 00:00:00+00:00,13.74,59.63,0.08,0.32,42.22,81.16,3
2025-08-06 01:00:00+00:00,13.83,60.66,0.08,0.31,42.36,81.22,3
2025-08-06 02:00:00+00:00,13.56,58.45,0.08,0.3,42.67,81.56,3
2025-08-06 03:00:00+00:00,13.07,55.35,0.08,0.29,43.03,82.25,3
2025-08-06 04:00:00+00:00,12.55,53.89,0.06,0.28,43.45,83.02,3
2025-08-06 05:00:00+00:00,12.15,53.38,0.05,0.28,43.54,83.37,3
2025-08-06 06:00:00+00:00,11.78,52.45,0.04,0.28,43.27,83.36,3
2025-08-06 07:00:00+00:00,11.33,49.07,0.04,0.28,42.73,83.19,2
2025-08-06 08:00:00+00:00,10.78,44.28,0.04,0.27,42.07,82.97,2
2025-08-06 09:00:00+00:00,10.31,40.05,0.04,0.26,41.54,83.07,2
2025-08-06 10:00:00+00:00,10.09,37.3,0.04,0.26,41.29,83.48,2
2025-08-06 11:00:00+00:00,10.14,35.84,0.04,0.26,41.1,83.71,2
2025-08-06 12:00:00+00:00,10.25,34.89,0.05,0.26,41.18,84.23,2
2025-08-06 13:00:00+00:00,10.33,34.5,0.05,0.26,41.33,84.94,2
2025-08-06 14:00:00+00:00,10.41,34.95,0.07,0.26,41.49,85.88,2
2025-08-06 15:00:00+00:00,10.51,36.01,0.07,0.26,41.55,86.87,2
2025-08-06 16:00:00+00:00,10.52,37.27,0.07,0.27,41.55,87.78,2
2025-08-06 17:00:00+00:00,10.53,38.13,0.07,0.27,41.59,88.96,2
2025-08-06 18:00:00+00:00,10.65,38.41,0.07,0.27,41.71,90.05,2
2025-08-06 19:00:00+00:00,10.74,37.94,0.07,0.27,41.86,90.94,2
2025-08-06 20:00:00+00:00,10.83,37.7,0.07,0.27,42.17,92.07,2
2025-08-06 21:00:00+00:00,11.01,38.24,0.07,0.27,42.46,92.91,2
2025-08-06 22:00:00+00:00,11.3,38.74,0.07,0.26,42.78,93.44,2
2025-08-06 23:00:00+00:00,11.72,39.31,0.07,0.26,43,93.53,2
2025-08-07 00:00:00+00:00,12.29,41.41,0.07,0.26,43.11,93.31,2
2025-08-07 01:00:00+00:00,13.03,45.56,0.08,0.26,43.27,92.99,2
2025-08-07 02:00:00+00:00,13.87,50.67,0.08,0.27,43.43,92.51,3
2025-08-07 03:00:00+00:00,14.41,54.63,0.08,0.27,43.89,92.66,3
2025-08-07 04:00:00+00:00,14.79,58.48,0.06,0.27,44.38,92.98,3
2025-08-07 05:00:00+00:00,15.44,63.37,0.05,0.28,44.31,92.32,3
2025-08-07 06:00:00+00:00,15.99,67.22,0.04,0.3,43.77,91.05,3
2025-08-07 07:00:00+00:00,16.21,69.43,0.04,0.3,42.87,89.76,3
2025-08-07 08:00:00+00:00,16.03,69.97,0.04,0.31,41.96,88.54,3
2025-08-07 09:00:00+00:00,15.6,69.5,0.04,0.3,41.24,87.73,3
2025-08-07 10:00:00+00:00,14.89,67.27,0.04,0.29,40.9,87.51,3
2025-08-07 11:00:00+00:00,13.71,62.07,0.04,0.28,40.99,88.3,3
2025-08-07 12:00:00+00:00,12.52,56.53,0.04,0.26,41.25,89.11,3
2025-08-07 13:00:00+00:00,11.48,50.81,0.05,0.25,41.73,90.28,3
2025-08-07 14:00:00+00:00,10.72,45.99,0.06,0.24,42.2,91.33,2
2025-08-07 15:00:00+00:00,10.37,43.15,0.07,0.23,42.61,91.8,2
2025-08-07 16:00:00+00:00,10.13,40.93,0.07,0.23,42.81,91.42,2
2025-08-07 17:00:00+00:00,9.93,38.92,0.07,0.23,42.91,90.94,2
2025-08-07 18:00:00+00:00,9.72,37.14,0.07,0.23,42.89,90.43,2
2025-08-07 19:00:00+00:00,9.5,35.79,0.06,0.23,42.69,89.69,2
2025-08-07 20:00:00+00:00,9.42,35.19,0.06,0.23,42.57,89,2
2025-08-07 21:00:00+00:00,9.48,35.24,0.06,0.24,42.38,88.25,2
2025-08-07 22:00:00+00:00,9.55,34.18,0.06,0.24,42.28,87.76,2
2025-08-07 23:00:00+00:00,9.52,32.69,0.06,0.23,42.22,87.54,2
2025-08-08 00:00:00+00:00,9.49,31.72,0.06,0.22,42.26,88.07,2
2025-08-08 01:00:00+00:00,9.57,31.72,0.06,0.22,42.4,88.92,2
2025-08-08 02:00:00+00:00,9.8,32.84,0.07,0.22,42.6,90.03,2
2025-08-08 03:00:00+00:00,10.15,34.66,0.06,0.22,42.88,91.22,2
2025-08-08 04:00:00+00:00,10.58,36.84,0.05,0.22,43.04,91.78,2
2025-08-08 05:00:00+00:00,11.12,39.95,0.04,0.22,42.98,91.71,2
2025-08-08 06:00:00+00:00,11.71,43.9,0.04,0.22,42.55,90.71,2
2025-08-08 07:00:00+00:00,12.28,48.73,0.03,0.23,41.75,89.29,2
2025-08-08 08:00:00+00:00,12.93,53.87,0.03,0.23,40.71,87.28,3
2025-08-08 09:00:00+00:00,13.37,57.33,0.03,0.24,39.61,84.77,3
2025-08-08 10:00:00+00:00,13.45,59,0.03,0.25,38.59,82.64,3
2025-08-08 11:00:00+00:00,13.09,59.13,0.03,0.26,37.89,80.57,3
2025-08-08 12:00:00+00:00,12.49,58.41,0.04,0.27,37.53,79.12,3
2025-08-08 13:00:00+00:00,11.89,57.19,0.05,0.28,37.59,77.79,3
2025-08-08 14:00:00+00:00,11.41,55.74,0.06,0.29,37.77,76.68,3
2025-08-08 15:00:00+00:00,11.12,54.14,0.07,0.3,38.03,75.62,3
2025-08-08 16:00:00+00:00,10.71,50.16,0.07,0.3,38.37,74.97,3
2025-08-08 17:00:00+00:00,10.01,44.02,0.07,0.29,38.84,75.48,2
2025-08-08 18:00:00+00:00,9.4,39.23,0.07,0.28,39.24,76.25,2
2025-08-08 19:00:00+00:00,9,35.45,0.07,0.27,39.41,76.57,2
2025-08-08 20:00:00+00:00,8.88,34.38,0.07,0.27,39.56,76.96,2
2025-08-08 21:00:00+00:00,8.97,35.12,0.06,0.27,39.64,77.41,2
2025-08-08 22:00:00+00:00,9.1,36.11,0.06,0.28,39.71,78.08,2
2025-08-08 23:00:00+00:00,9.07,35.79,0.06,0.27,39.83,79.12,2
2025-08-09 00:00:00+00:00,8.92,34.44,0.06,0.26,40.04,80.35,2
2025-08-09 01:00:00+00:00,8.82,33.94,0.06,0.25,40.18,81.27,2
2025-08-09 02:00:00+00:00,8.88,34.16,0.06,0.25,40.28,81.44,2
2025-08-09 03:00:00+00:00,9,34.5,0.06,0.24,40.42,81.39,2
2025-08-09 04:00:00+00:00,9.16,35.15,0.06,0.24,40.62,81.3,2
2025-08-09 05:00:00+00:00,9.62,37.52,0.05,0.24,40.76,80.39,2
2025-08-09 06:00:00+00:00,10.35,41.4,0.04,0.24,40.79,79.27,2
2025-08-09 07:00:00+00:00,11.09,45.61,0.04,0.25,40.77,78.34,2
2025-08-09 08:00:00+00:00,11.71,49.46,0.04,0.25,40.68,77.68,2
2025-08-09 09:00:00+00:00,12.03,52.17,0.04,0.25,40.66,77.65,3
2025-08-09 10:00:00+00:00,12.1,54.09,0.04,0.26,40.62,77.93,3
2025-08-09 11:00:00+00:00,12.21,56.38,0.04,0.26,40.19,77.34,3
2025-08-09 12:00:00+00:00,12.45,59.05,0.05,0.28,39.43,76.14,3
2025-08-09 13:00:00+00:00,12.72,61.52,0.06,0.29,38.65,74.57,3
2025-08-09 14:00:00+00:00,12.83,62.9,0.06,0.3,37.95,72.9,3
2025-08-09 15:00:00+00:00,12.79,62.97,0.07,0.3,37.5,71.46,3
2025-08-09 16:00:00+00:00,12.31,60.58,0.07,0.31,37.33,70.27,3
2025-08-09 17:00:00+00:00,11.46,55.81,0.07,0.31,37.49,69.84,3
2025-08-09 18:00:00+00:00,10.71,51.12,0.07,0.31,37.68,69.21,3
2025-08-09 19:00:00+00:00,10.11,46.28,0.07,0.31,37.78,68.44,2
2025-08-09 20:00:00+00:00,9.6,42.4,0.07,0.31,37.89,68.22,2
2025-08-09 21:00:00+00:00,9.08,39.26,0.07,0.31,38.01,68.66,2
2025-08-09 22:00:00+00:00,8.62,37.27,0.07,0.3,38.09,69.65,2
2025-08-09 23:00:00+00:00,8.4,36.09,0.07,0.29,38.12,70.69,2
2025-08-10 00:00:00+00:00,8.44,35.34,0.07,0.29,38.07,71.37,2
2025-08-10 01:00:00+00:00,8.65,34.27,0.07,0.28,38.02,71.69,2
2025-08-10 02:00:00+00:00,8.95,33.13,0.07,0.28,37.78,71.42,2
2025-08-10 03:00:00+00:00,9.22,32.63,0.07,0.27,37.61,71.18,2
2025-08-10 04:00:00+00:00,9.51,32.88,0.06,0.26,37.52,71.26,2
2025-08-10 05:00:00+00:00,10.13,35.14,0.05,0.26,37.38,71.16,2
2025-08-10 06:00:00+00:00,10.78,38.08,0.05,0.27,37.15,71.47,2
2025-08-10 07:00:00+00:00,11.28,41.08,0.04,0.27,36.85,72.4,2
2025-08-10 08:00:00+00:00,11.54,43.7,0.04,0.26,36.57,73.37,2
2025-08-10 09:00:00+00:00,11.72,46.11,0.04,0.26,36.21,74.13,2
2025-08-10 10:00:00+00:00,11.91,49.07,0.04,0.26,36.08,74.44,2
2025-08-10 11:00:00+00:00,11.98,51.99,0.04,0.27,36.07,74.32,3
2025-08-10 12:00:00+00:00,12.2,54.43,0.05,0.28,36.19,73.35,3
2025-08-10 13:00:00+00:00,12.38,55.76,0.06,0.29,36.48,72.3,3
2025-08-10 14:00:00+00:00,12.12,53.98,0.07,0.3,36.72,71.47,3
2025-08-10 15:00:00+00:00,11.52,49.86,0.07,0.29,37.11,71.15,2
2025-08-10 16:00:00+00:00,10.78,44.49,0.07,0.28,37.41,71.56,2
2025-08-10 17:00:00+00:00,10.14,40.6,0.07,0.28,37.79,72.3,2
2025-08-10 18:00:00+00:00,9.66,38.85,0.07,0.3,38.19,72.54,2
2025-08-10 19:00:00+00:00,9.19,37.38,0.07,0.3,38.46,72.68,2
2025-08-10 20:00:00+00:00,8.71,35.77,0.07,0.3,38.7,72.98,2
2025-08-10 21:00:00+00:00,8.31,34.21,0.07,0.3,38.91,73.66,2
2025-08-10 22:00:00+00:00,7.99,32.05,0.06,0.29,39.17,74.58,2
2025-08-10 23:00:00+00:00,7.87,29.75,0.06,0.28,39.42,75.3,2
2025-08-11 00:00:00+00:00,7.97,28.4,0.06,0.27,39.67,76.07,2
2025-08-11 01:00:00+00:00,8.27,29.02,0.06,0.28,39.92,76.64,2
2025-08-11 02:00:00+00:00,8.69,30.59,0.07,0.29,40.1,77.33,2
2025-08-11 03:00:00+00:00,8.89,31.1,0.07,0.29,40.25,78.37,2
2025-08-11 04:00:00+00:00,9.03,31.87,0.06,0.29,40.28,79.32,2
2025-08-11 05:00:00+00:00,9.45,34.6,0.05,0.31,40.07,80.06,2
2025-08-11 06:00:00+00:00,10.09,38.89,0.04,0.32,39.54,80.16,2
2025-08-11 07:00:00+00:00,10.83,43.73,0.04,0.33,38.61,79.75,2
2025-08-11 08:00:00+00:00,11.33,47.11,0.04,0.33,37.58,79.13,2
2025-08-11 09:00:00+00:00,11.6,48.99,0.04,0.33,36.7,78.09,2
2025-08-11 10:00:00+00:00,11.72,50.07,0.04,0.33,36.01,76.84,3
2025-08-11 11:00:00+00:00,11.53,49.81,0.04,0.33,35.74,75.2,2
2025-08-11 12:00:00+00:00,11.15,48.74,0.05,0.34,35.8,73.71,2
2025-08-11 13:00:00+00:00,10.65,46.97,0.07,0.35,36.29,73.28,2
2025-08-11 14:00:00+00:00,10.12,44.73,0.08,0.35,36.85,73.82,2
2025-08-11 15:00:00+00:00,9.65,42.63,0.08,0.35,37.24,74.7,2
2025-08-11 16:00:00+00:00,9.26,40.87,0.08,0.35,37.46,75.57,2
2025-08-11 17:00:00+00:00,9.23,40.79,0.08,0.35,37.53,76.24,2
2025-08-11 18:00:00+00:00,9.57,42.82,0.08,0.36,37.48,76.46,2
2025-08-11 19:00:00+00:00,10.25,45.02,0.08,0.38,37.2,75.93,2
2025-08-11 20:00:00+00:00,11.07,47.55,0.08,0.4,36.87,75.34,2
2025-08-11 21:00:00+00:00,11.52,48.88,0.09,0.4,36.56,75.22,2
2025-08-11 22:00:00+00:00,11.37,47.44,0.08,0.4,36.48,75.88,2
2025-08-11 23:00:00+00:00,10.92,45.65,0.08,0.39,36.71,77.03,2
2025-08-12 00:00:00+00:00,10.77,45.73,0.08,0.38,37.08,77.91,2
2025-08-12 01:00:00+00:00,11.33,49.15,0.08,0.39,37.44,78.14,2
2025-08-12 02:00:00+00:00,12.65,55.73,0.08,0.41,37,77.05,3
2025-08-12 03:00:00+00:00,13.79,61.74,0.08,0.44,36.34,75.49,3
2025-08-12 04:00:00+00:00,14.18,63.61,0.08,0.44,36.05,74.42,3
2025-08-12 05:00:00+00:00,14.09,63.45,0.07,0.43,36.31,74.3,3
2025-08-12 06:00:00+00:00,13.75,62.49,0.06,0.42,36.78,74.56,3
2025-08-12 07:00:00+00:00,13.4,61.93,0.05,0.41,37.04,74.82,3
2025-08-12 08:00:00+00:00,13.27,61.99,0.05,0.42,36.88,74.34,3
2025-08-12 09:00:00+00:00,13.33,62.4,0.05,0.43,36.42,73.37,3
2025-08-12 10:00:00+00:00,13.44,62.63,0.05,0.44,36.19,72.87,3
2025-08-12 11:00:00+00:00,13.32,61.44,0.06,0.44,36.29,72.93,3
2025-08-12 12:00:00+00:00,13.1,59.69,0.06,0.44,36.6,73.53,3
2025-08-12 13:00:00+00:00,13.14,59.12,0.08,0.44,36.97,74.02,3
2025-08-12 14:00:00+00:00,13.29,59.16,0.1,0.44,37.27,73.71,3
2025-08-12 15:00:00+00:00,13.53,59.89,0.1,0.45,37.51,73.11,3
2025-08-12 16:00:00+00:00,13.72,60.74,0.11,0.46,37.77,72.94,3
2025-08-12 17:00:00+00:00,13.66,60.43,0.11,0.45,38.16,73.35,3
2025-08-12 18:00:00+00:00,13.7,60.56,0.11,0.45,38.47,74.22,3
2025-08-12 19:00:00+00:00,14.22,61.85,0.11,0.45,38.6,74.55,3
2025-08-12 20:00:00+00:00,15.45,66.98,0.11,0.46,38.5,74.32,3
2025-08-12 21:00:00+00:00,16.89,73.96,0.11,0.49,38.21,73.71,3
2025-08-12 22:00:00+00:00,18.04,80.07,0.12,0.5,38.22,73.29,3
2025-08-12 23:00:00+00:00,18.65,83.86,0.12,0.5,38.6,73.39,3
2025-08-13 00:00:00+00:00,19.38,87.88,0.12,0.51,39.34,74.13,3
2025-08-13 01:00:00+00:00,20.56,94.71,0.11,0.51,40.31,74.82,3
2025-08-13 02:00:00+00:00,21.57,101.01,0.11,0.52,40.93,75.08,4
2025-08-13 03:00:00+00:00,22.13,104.57,0.12,0.53,41.15,74.95,4
2025-08-13 04:00:00+00:00,22.26,105.95,0.12,0.52,41.11,74.59,4
2025-08-13 05:00:00+00:00,22.19,106.15,0.11,0.52,41.05,74.26,4
2025-08-13 06:00:00+00:00,21.93,105.39,0.09,0.51,40.86,74.17,4
2025-08-13 07:00:00+00:00,21.49,103.68,0.08,0.5,40.5,74.06,4
2025-08-13 08:00:00+00:00,20.96,101.37,0.07,0.5,40.03,73.99,4
2025-08-13 09:00:00+00:00,20.47,99.19,0.07,0.5,39.54,73.89,3
2025-08-13 10:00:00+00:00,20.14,97.6,0.07,0.5,39.25,73.93,3
2025-08-13 11:00:00+00:00,19.85,96.22,0.08,0.5,39.15,74.13,3
2025-08-13 12:00:00+00:00,19.66,95,0.09,0.49,39.24,74.27,3
2025-08-13 13:00:00+00:00,19.61,94.33,0.1,0.49,39.45,74.85,3
2025-08-13 14:00:00+00:00,19.65,93.74,0.11,0.49,39.53,74.99,3
2025-08-13 15:00:00+00:00,19.78,93.45,0.11,0.5,39.53,75.01,3
2025-08-13 16:00:00+00:00,19.88,93.15,0.11,0.5,39.52,75.04,3
2025-08-13 17:00:00+00:00,19.94,92.82,0.11,0.49,39.65,75.31,3
2025-08-13 18:00:00+00:00,19.93,92.41,0.11,0.48,39.88,75.76,3
2025-08-13 19:00:00+00:00,19.81,91.97,0.11,0.46,40.25,76.33,3
2025-08-13 20:00:00+00:00,19.86,92.46,0.11,0.44,40.62,76.78,3
2025-08-13 21:00:00+00:00,20.01,92.97,0.11,0.43,40.67,77.01,3
2025-08-13 22:00:00+00:00,20.21,93.43,0.11,0.43,40.62,77.15,3
2025-08-13 23:00:00+00:00,20.38,93.6,0.11,0.43,40.66,77.36,3
2025-08-14 00:00:00+00:00,20.57,94.2,0.11,0.42,40.84,77.71,3
2025-08-14 01:00:00+00:00,20.8,95.37,0.11,0.4,41.26,78.29,3
2025-08-14 02:00:00+00:00,21.03,96.32,0.11,0.39,41.62,78.85,3
2025-08-14 03:00:00+00:00,21.16,96.47,0.12,0.38,41.78,79.18,3
2025-08-14 04:00:00+00:00,21.15,95.87,0.12,0.37,41.66,79.26,3
2025-08-14 05:00:00+00:00,21.06,94.98,0.11,0.36,41.61,79.37,3
2025-08-14 06:00:00+00:00,20.93,93.9,0.11,0.36,41.49,79.4,3
2025-08-14 07:00:00+00:00,20.68,92.44,0.1,0.35,41.29,79.19,3
2025-08-14 08:00:00+00:00,20.39,90.76,0.09,0.34,41.21,78.86,3
2025-08-14 09:00:00+00:00,20.07,89.1,0.09,0.33,41.07,78.59,3
2025-08-14 10:00:00+00:00,19.85,87.61,0.09,0.32,40.96,78.43,3
2025-08-14 11:00:00+00:00,19.72,86.51,0.09,0.32,40.77,77.98,3
2025-08-14 12:00:00+00:00,19.66,86.1,0.11,0.32,40.8,77.53,3
2025-08-14 13:00:00+00:00,19.63,86.14,0.12,0.33,41.04,77.46,3
2025-08-14 14:00:00+00:00,19.52,85.78,0.13,0.33,41.41,77.51,3
2025-08-14 15:00:00+00:00,19.29,84.94,0.13,0.32,41.91,77.66,3
2025-08-14 16:00:00+00:00,18.91,83.42,0.13,0.3,42.54,78.04,3
2025-08-14 17:00:00+00:00,18.55,81.76,0.12,0.3,43.03,78.69,3
2025-08-14 18:00:00+00:00,18.26,80.34,0.12,0.29,43.42,79.32,3
2025-08-14 19:00:00+00:00,17.95,78.72,0.11,0.28,43.69,79.83,3
2025-08-14 20:00:00+00:00,17.68,77.36,0.11,0.27,44,80.27,3
2025-08-14 21:00:00+00:00,17.49,76.36,0.11,0.26,44.16,80.65,3
2025-08-14 22:00:00+00:00,17.37,75.59,0.1,0.25,44.22,80.84,3
2025-08-14 23:00:00+00:00,17.17,72.95,0.1,0.24,44.2,81.04,3
2025-08-15 00:00:00+00:00,16.92,69.9,0.1,0.23,44.16,81.21,3
2025-08-15 01:00:00+00:00,16.6,66.44,0.1,0.21,44.01,81.3,3
2025-08-15 02:00:00+00:00,16.28,62.57,0.1,0.2,43.99,81.39,3
2025-08-15 03:00:00+00:00,15.87,58.47,0.11,0.19,43.97,81.5,3
2025-08-15 04:00:00+00:00,15.47,55.8,0.09,0.17,43.84,81.43,3
2025-08-15 05:00:00+00:00,15.21,54.51,0.08,0.17,43.7,81.41,3
2025-08-15 06:00:00+00:00,15.07,53.46,0.06,0.16,43.29,81.37,3
2025-08-15 07:00:00+00:00,15.09,52.69,0.05,0.15,42.37,81.21,3
2025-08-15 08:00:00+00:00,15.32,52.4,0.05,0.15,41.13,81.11,3
2025-08-15 09:00:00+00:00,15.65,52.39,0.05,0.15,39.96,80.85,3
2025-08-15 10:00:00+00:00,16.09,53.08,0.05,0.15,39.21,80.9,3
2025-08-15 11:00:00+00:00,16.6,54.27,0.05,0.15,38.67,80.73,3
2025-08-15 12:00:00+00:00,17.14,55.99,0.06,0.16,38.42,80.36,3
2025-08-15 13:00:00+00:00,17.65,58.14,0.08,0.16,38.36,80.13,3
2025-08-15 14:00:00+00:00,18.02,60.32,0.1,0.17,38.2,79.89,3
2025-08-15 15:00:00+00:00,18.19,62.35,0.1,0.17,38.08,79.53,3
2025-08-15 16:00:00+00:00,18.1,63.52,0.1,0.17,38.02,79.3,3
2025-08-15 17:00:00+00:00,17.65,63.18,0.1,0.17,38.06,79.17,3
2025-08-15 18:00:00+00:00,16.98,61.76,0.1,0.17,38.18,79.13,3
2025-08-15 19:00:00+00:00,16.12,59.22,0.09,0.16,38.27,79.15,3
2025-08-15 20:00:00+00:00,15.36,56.64,0.09,0.15,38.37,79.18,3
2025-08-15 21:00:00+00:00,14.74,54.12,0.09,0.15,38.5,79.27,3
2025-08-15 22:00:00+00:00,14.24,51.69,0.09,0.15,38.64,79.51,3
2025-08-15 23:00:00+00:00,13.92,49.62,0.09,0.14,38.74,79.78,2
2025-08-16 00:00:00+00:00,13.74,47.97,0.09,0.13,38.83,80.03,2
2025-08-16 01:00:00+00:00,13.65,46.75,0.09,0.13,38.93,80.09,2
2025-08-16 02:00:00+00:00,13.59,45.93,0.09,0.12,38.94,80.34,2
2025-08-16 03:00:00+00:00,13.58,45.5,0.09,0.11,39.03,80.5,2
2025-08-16 04:00:00+00:00,13.57,45.08,0.08,0.11,38.91,80.69,2
2025-08-16 05:00:00+00:00,13.56,44.73,0.07,0.1,38.79,80.81,2
2025-08-16 06:00:00+00:00,13.57,44.4,0.06,0.1,38.57,80.95,2
2025-08-16 07:00:00+00:00,13.53,43.82,0.05,0.1,38.15,81,2
2025-08-16 08:00:00+00:00,13.49,43.21,0.04,0.09,37.5,81.04,2
2025-08-16 09:00:00+00:00,13.43,42.53,0.04,0.09,36.87,81.05,2
2025-08-16 10:00:00+00:00,13.45,42.09,0.04,0.09,36.46,81.38,2
2025-08-16 11:00:00+00:00,13.54,41.72,0.05,0.08,36.36,81.72,2
2025-08-16 12:00:00+00:00,13.66,41.45,0.06,0.08,36.65,82.14,2
2025-08-16 13:00:00+00:00,13.86,41.26,0.07,0.08,37.36,83.01,2
2025-08-16 14:00:00+00:00,14.03,40.9,0.07,0.08,38.14,84.02,2
2025-08-16 15:00:00+00:00,14.21,40.83,0.08,0.08,39.08,84.96,2
2025-08-16 16:00:00+00:00,14.25,40.51,0.08,0.08,39.97,85.81,2
2025-08-16 17:00:00+00:00,14.28,40.53,0.08,0.09,40.72,86.58,2
2025-08-16 18:00:00+00:00,14.3,40.81,0.08,0.09,41.35,87.29,2
2025-08-16 19:00:00+00:00,14.21,40.87,0.08,0.1,41.79,87.64,2
2025-08-16 20:00:00+00:00,13.93,40.28,0.08,0.1,41.87,87.88,2
2025-08-16 21:00:00+00:00,13.52,39.22,0.08,0.1,41.76,87.64,2
2025-08-16 22:00:00+00:00,13.11,38.16,0.08,0.1,41.53,87.38,2
2025-08-16 23:00:00+00:00,12.74,37.15,0.08,0.1,41.24,87.21,2
2025-08-17 00:00:00+00:00,12.47,36.44,0.08,0.09,40.99,87.04,2
2025-08-17 01:00:00+00:00,12.3,36.03,0.07,0.09,40.78,86.89,2
2025-08-17 02:00:00+00:00,12.32,36.36,0.08,0.09,40.65,86.85,2
2025-08-17 03:00:00+00:00,12.58,37.57,0.08,0.08,40.56,86.81,2
2025-08-17 04:00:00+00:00,12.97,39.03,0.08,0.08,40.4,87.02,2
2025-08-17 05:00:00+00:00,13.35,40.3,0.06,0.08,40.17,87.21,2
2025-08-17 06:00:00+00:00,13.67,41.18,0.05,0.08,39.81,87.26,2
2025-08-17 07:00:00+00:00,13.85,41.6,0.04,0.08,39.08,87.34,2
2025-08-17 08:00:00+00:00,13.93,41.73,0.04,0.08,38.11,87.08,2
2025-08-17 09:00:00+00:00,13.96,41.63,0.04,0.08,37.18,86.85,2
2025-08-17 10:00:00+00:00,13.91,41.3,0.04,0.07,36.36,86.85,2
2025-08-17 11:00:00+00:00,13.74,40.6,0.04,0.07,35.68,86.68,2
2025-08-17 12:00:00+00:00,13.46,39.55,0.05,0.07,35.38,86.52,2
2025-08-17 13:00:00+00:00,13.16,38.4,0.05,0.06,35.5,86.6,2
2025-08-17 14:00:00+00:00,12.85,37.17,0.07,0.06,35.43,86.46,2
2025-08-17 15:00:00+00:00,12.53,36.05,0.08,0.06,35.25,86.32,2
2025-08-17 16:00:00+00:00,12.22,34.83,0.08,0.06,35,85.96,2
2025-08-17 17:00:00+00:00,11.91,33.48,0.08,0.06,34.8,85.58,2
2025-08-17 18:00:00+00:00,11.58,31.95,0.08,0.06,34.5,85.43,2
2025-08-17 19:00:00+00:00,11.19,30.17,0.08,0.06,34.23,84.9,2
2025-08-17 20:00:00+00:00,10.89,28.69,0.08,0.06,33.93,84.55,2
2025-08-17 21:00:00+00:00,10.67,27.61,0.07,0.06,33.71,84.17,2
2025-08-17 22:00:00+00:00,10.56,26.32,0.08,0.07,33.25,83.92,2
2025-08-17 23:00:00+00:00,10.56,25.52,0.08,0.09,32.71,83.83,2
2025-08-18 00:00:00+00:00,10.65,25.4,0.08,0.1,32.37,84,2
2025-08-18 01:00:00+00:00,10.76,25.37,0.08,0.11,32.08,83.98,2
2025-08-18 02:00:00+00:00,10.91,25.62,0.08,0.1,31.65,84.12,2
2025-08-18 03:00:00+00:00,11.06,26.16,0.09,0.09,31.46,84.32,2
2025-08-18 04:00:00+00:00,10.91,25.99,0.09,0.08,31.82,84.87,2
2025-08-18 05:00:00+00:00,10.84,25.97,0.09,0.08,31.87,85.52,2
2025-08-18 06:00:00+00:00,11.02,26.41,0.09,0.09,31.94,85.9,2
2025-08-18 07:00:00+00:00,11.51,27.89,0.07,0.09,31.9,86.02,2
2025-08-18 08:00:00+00:00,12.03,29.36,0.06,0.08,31.49,85.8,2
2025-08-18 09:00:00+00:00,12.25,29.71,0.05,0.07,30.92,85.44,2
2025-08-18 10:00:00+00:00,12.23,29.15,0.05,0.07,30.55,85.11,2
2025-08-18 11:00:00+00:00,12.15,28.82,0.06,0.09,30.26,84.83,2
2025-08-18 12:00:00+00:00,11.99,28.49,0.06,0.12,30.14,84.58,2
2025-08-18 13:00:00+00:00,11.82,28.14,0.08,0.14,30.2,84.72,2
2025-08-18 14:00:00+00:00,11.67,27.8,0.08,0.16,30.38,84.86,2
