readable_timestamp,unix_timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2025-04-20 06:00:00,1745110800,4,139.06,0,0.1,104.12,0.67,43.3,198.8,0.01
2025-04-20 07:00:00,1745114400,5,140.64,0,0.12,105.05,0.63,46.99,214.83,0.02
2025-04-20 08:00:00,1745118000,5,141.7,0.01,0.15,105.72,0.59,49.63,224.7,0.03
2025-04-20 09:00:00,1745121600,5,142.31,0.01,0.13,105.72,0.55,51.04,228.1,0.03
2025-04-20 10:00:00,1745125200,5,142.78,0.01,0.1,105.02,0.5,51.65,227.49,0.04
2025-04-20 11:00:00,1745128800,5,143.25,0.01,0.09,103.65,0.46,51.54,224.74,0.04
2025-04-20 12:00:00,1745132400,5,143.71,0.01,0.08,101.3,0.43,50.88,220.78,0.05
2025-04-20 13:00:00,1745136000,5,143.91,0.01,0.07,98.85,0.4,50.27,217.58,0.06
2025-04-20 14:00:00,1745139600,5,144.06,0.01,0.07,96.65,0.37,49.8,214.53,0.07
2025-04-20 15:00:00,1745143200,5,144.24,0.01,0.07,96.1,0.36,49.09,211.72,0.08
2025-04-20 16:00:00,1745146800,5,144.01,0.01,0.08,95.55,0.35,48.46,209.47,0.08
2025-04-20 17:00:00,1745150400,5,143.52,0.01,0.09,95.72,0.34,48.1,208.42,0.08
2025-04-20 18:00:00,1745154000,5,143.7,0.01,0.11,97,0.34,47.82,207.78,0.09
2025-04-20 19:00:00,1745157600,5,143.7,0,0.13,97.25,0.33,47.97,207.35,0.1
2025-04-20 20:00:00,1745161200,5,143.62,0,0.13,97.43,0.32,48.13,206.22,0.1
2025-04-20 21:00:00,1745164800,5,143.15,0,0.13,97.45,0.32,48.1,204.25,0.1
2025-04-20 22:00:00,1745168400,5,143.29,0,0.12,97.41,0.32,48.34,203.19,0.1
2025-04-20 23:00:00,1745172000,5,143.38,0,0.11,97.34,0.31,48.48,201.91,0.1
2025-04-21 00:00:00,1745175600,5,142.98,0,0.11,97.1,0.31,48.62,201.11,0.1
2025-04-21 01:00:00,1745179200,5,142.29,0,0.1,96.79,0.31,48.82,201.13,0.1
2025-04-21 02:00:00,1745182800,5,141.66,0,0.1,96.02,0.31,49.05,201.04,0.09
2025-04-21 03:00:00,1745186400,4,140.78,0,0.09,95.19,0.3,48.91,198.92,0.09
2025-04-21 04:00:00,1745190000,4,139.59,0,0.09,94.84,0.3,48.03,193.25,0.08
2025-04-21 05:00:00,1745193600,4,138.26,0,0.09,95.09,0.3,46.35,185.14,0.09
2025-04-21 06:00:00,1745197200,4,136.22,0,0.08,97.53,0.3,43.48,175.65,0.11
2025-04-21 07:00:00,1745200800,4,135.17,0,0.1,100.29,0.29,41.43,169.8,0.13
2025-04-21 08:00:00,1745204400,4,134.88,0,0.1,101.3,0.28,40.49,167.43,0.14
2025-04-21 09:00:00,1745208000,4,133.66,0.01,0.08,100.72,0.26,39.99,166.29,0.14
2025-04-21 10:00:00,1745211600,4,133.01,0.01,0.06,99.06,0.25,39.73,165.64,0.13
2025-04-21 11:00:00,1745215200,4,132.13,0.01,0.05,96.64,0.24,39.5,165.25,0.13
2025-04-21 12:00:00,1745218800,4,130.87,0.01,0.04,93.71,0.22,39.32,165.48,0.13
2025-04-21 13:00:00,1745222400,4,129.2,0.01,0.04,90.84,0.21,38.84,165.11,0.13
2025-04-21 14:00:00,1745226000,4,127.57,0.01,0.04,88.61,0.2,38.11,164.19,0.14
2025-04-21 15:00:00,1745229600,4,126.58,0.01,0.04,87.18,0.19,37.47,163.4,0.14
2025-04-21 16:00:00,1745233200,4,125.52,0.01,0.04,85.98,0.19,37.08,162.91,0.14
2025-04-21 17:00:00,1745236800,4,124.92,0.01,0.05,85.91,0.18,36.82,162.86,0.15
2025-04-21 18:00:00,1745240400,4,124.89,0,0.06,87.14,0.19,36.69,163.17,0.15
2025-04-21 19:00:00,1745244000,4,124.92,0,0.08,88.09,0.19,36.73,163.47,0.15
2025-04-21 20:00:00,1745247600,4,125.07,0,0.09,88.91,0.2,36.97,164.14,0.15
2025-04-21 21:00:00,1745251200,4,124.96,0,0.09,89.45,0.21,37.36,164.73,0.15
2025-04-21 22:00:00,1745254800,4,125.16,0,0.08,89.62,0.22,37.99,165.39,0.13
2025-04-21 23:00:00,1745258400,4,125.58,0,0.08,89.62,0.24,38.76,165.81,0.12
2025-04-22 00:00:00,1745262000,4,125.8,0,0.08,89.9,0.25,39.29,164.27,0.1
2025-04-22 01:00:00,1745265600,4,126.29,0,0.07,90.12,0.27,39.6,160.38,0.08
2025-04-22 02:00:00,1745269200,4,126.78,0,0.07,89.81,0.28,39.63,154.95,0.06
2025-04-22 03:00:00,1745272800,4,127.07,0,0.07,90,0.29,39.09,149.22,0.05
2025-04-22 04:00:00,1745276400,4,127.65,0,0.07,90.14,0.29,38.64,145.16,0.05
2025-04-22 05:00:00,1745280000,4,128.09,0,0.06,89.81,0.28,38.43,144.42,0.05
2025-04-22 06:00:00,1745283600,4,128.29,0,0.06,89.69,0.27,38.21,145.53,0.06
2025-04-22 07:00:00,1745287200,4,128.4,0,0.07,89.95,0.25,37.65,143.43,0.08
2025-04-22 08:00:00,1745290800,4,128.37,0,0.08,90.52,0.23,36.72,138.99,0.09
2025-04-22 09:00:00,1745294400,4,127.89,0.01,0.06,90.53,0.22,35.67,133.77,0.1
2025-04-22 10:00:00,1745298000,4,127.37,0.01,0.05,90.02,0.21,34.71,129.04,0.11
2025-04-22 11:00:00,1745301600,4,126.77,0.01,0.04,88.85,0.19,33.84,124.48,0.12
2025-04-22 12:00:00,1745305200,4,126.17,0.01,0.04,87.12,0.18,33.09,120.64,0.12
2025-04-22 13:00:00,1745308800,4,125.23,0.01,0.04,85.11,0.17,32.34,117.29,0.13
2025-04-22 14:00:00,1745312400,4,124.11,0.01,0.04,83.7,0.17,31.47,114.15,0.14
2025-04-22 15:00:00,1745316000,4,123.51,0.01,0.04,83.77,0.17,30.4,110.81,0.16
2025-04-22 16:00:00,1745319600,4,122.67,0.01,0.04,83.79,0.18,29.43,107.4,0.17
2025-04-22 17:00:00,1745323200,4,122.07,0.01,0.05,84.67,0.2,28.6,104.67,0.18
2025-04-22 18:00:00,1745326800,4,122.22,0,0.06,86.83,0.21,27.92,102.41,0.2
2025-04-22 19:00:00,1745330400,4,122.3,0,0.08,87.56,0.22,27.66,101.31,0.2
2025-04-22 20:00:00,1745334000,4,122.73,0,0.09,87.92,0.23,27.64,101.14,0.19
2025-04-22 21:00:00,1745337600,4,122.92,0,0.08,88.12,0.24,27.71,101.27,0.18
2025-04-22 22:00:00,1745341200,4,123.66,0,0.08,88.2,0.25,28.02,102.28,0.17
2025-04-22 23:00:00,1745344800,4,124.32,0,0.08,88.5,0.26,28.37,103.43,0.16
2025-04-23 00:00:00,1745348400,4,124.75,0,0.08,88.84,0.27,28.61,104.35,0.15
2025-04-23 01:00:00,1745352000,4,124.94,0,0.08,89.18,0.28,28.74,105.06,0.15
2025-04-23 02:00:00,1745355600,4,125.07,0,0.07,89.29,0.29,28.96,105.76,0.14
2025-04-23 03:00:00,1745359200,4,125.35,0,0.07,89.99,0.29,29.45,106.88,0.14
2025-04-23 04:00:00,1745362800,4,125.71,0,0.07,90.72,0.29,30.13,108.56,0.14
2025-04-23 05:00:00,1745366400,4,126.02,0,0.07,91.46,0.29,30.91,110.78,0.14
2025-04-23 06:00:00,1745370000,4,126.39,0,0.06,92.1,0.28,31.82,113.12,0.14
2025-04-23 07:00:00,1745373600,4,126.95,0,0.08,92.65,0.28,32.87,116.02,0.13
2025-04-23 08:00:00,1745377200,4,127.48,0,0.08,92.9,0.28,34.04,120.22,0.13
2025-04-23 09:00:00,1745380800,4,127.58,0.01,0.06,92.84,0.29,35.01,124.84,0.12
2025-04-23 10:00:00,1745384400,4,127.15,0.01,0.05,91.95,0.29,35.83,130.04,0.11
2025-04-23 11:00:00,1745388000,4,126.33,0.01,0.04,90.04,0.29,36.42,135.59,0.1
2025-04-23 12:00:00,1745391600,4,125.21,0.01,0.04,87.59,0.29,36.7,140.27,0.1
2025-04-23 13:00:00,1745395200,4,123.87,0.01,0.04,84.59,0.29,36.54,142.14,0.09
2025-04-23 14:00:00,1745398800,4,122.62,0.01,0.04,81.88,0.29,36.11,141.02,0.07
2025-04-23 15:00:00,1745402400,4,122.2,0.01,0.04,80.64,0.3,35.49,137.71,0.06
2025-04-23 16:00:00,1745406000,4,121.61,0.01,0.04,80.48,0.31,34.43,130.92,0.05
2025-04-23 17:00:00,1745409600,4,121.52,0.01,0.05,81.94,0.32,33.22,122.36,0.03
2025-04-23 18:00:00,1745413200,4,122.38,0,0.06,85.02,0.33,32.09,113.74,0.02
2025-04-23 19:00:00,1745416800,4,123.58,0,0.09,87.76,0.36,31.24,106.17,0.01
2025-04-23 20:00:00,1745420400,4,125.47,0,0.1,90.4,0.38,30.64,100.17,0
2025-04-23 21:00:00,1745424000,3,127.19,0,0.09,92.26,0.4,30.3,95.95,0
2025-04-23 22:00:00,1745427600,3,128.67,0,0.09,93.05,0.41,30.26,93.64,0
2025-04-23 23:00:00,1745431200,3,130.18,0,0.09,92.96,0.42,30.33,92.26,0
2025-04-24 00:00:00,1745434800,3,130.9,0,0.09,92.73,0.43,30.28,90.78,0
2025-04-24 01:00:00,1745438400,3,131.6,0,0.08,93.6,0.44,29.97,88.76,0
2025-04-24 02:00:00,1745442000,3,131.72,0,0.08,94.5,0.45,29.83,87.51,0
2025-04-24 03:00:00,1745445600,3,131.68,0,0.08,95.79,0.45,30.04,87.5,0
2025-04-24 04:00:00,1745449200,3,131.9,0,0.08,96.47,0.44,30.34,87.71,0
2025-04-24 05:00:00,1745452800,3,132.11,0,0.07,96.97,0.43,30.54,87.35,0
2025-04-24 06:00:00,1745456400,3,132.04,0,0.07,97.75,0.43,30.5,86.3,0
2025-04-24 07:00:00,1745460000,3,132.1,0,0.09,98.13,0.42,30.53,85.63,0
2025-04-24 08:00:00,1745463600,3,131.91,0,0.09,97.43,0.41,30.67,85.41,0
2025-04-24 09:00:00,1745467200,3,131.59,0.01,0.07,95.94,0.4,30.79,85.05,0
2025-04-24 10:00:00,1745470800,3,131.02,0.01,0.06,94.27,0.39,30.75,84.32,0
2025-04-24 11:00:00,1745474400,3,130.32,0.01,0.05,92.18,0.38,30.55,83.46,0
2025-04-24 12:00:00,1745478000,3,129.41,0.01,0.04,89.61,0.37,30.15,82.58,0
2025-04-24 13:00:00,1745481600,3,128.27,0.01,0.04,86.18,0.36,29.82,82.41,0
2025-04-24 14:00:00,1745485200,3,126.99,0.01,0.04,82.76,0.36,29.54,82.83,0
2025-04-24 15:00:00,1745488800,3,125.92,0.01,0.05,80.35,0.36,29.31,83.84,0
2025-04-24 16:00:00,1745492400,3,124.44,0.01,0.05,78.95,0.38,29.04,84.5,0
2025-04-24 17:00:00,1745496000,3,123.22,0.01,0.07,78.64,0.39,28.93,85.18,0
2025-04-24 18:00:00,1745499600,3,122.22,0.01,0.09,78.73,0.41,29.21,86.6,0
2025-04-24 19:00:00,1745503200,3,121.28,0,0.11,78.17,0.42,29.75,88.84,0
2025-04-24 20:00:00,1745506800,3,120.35,0,0.12,77.01,0.43,30.48,92.01,0
2025-04-24 21:00:00,1745510400,3,119.18,0,0.12,75.72,0.44,31.26,96.11,0
2025-04-24 22:00:00,1745514000,4,118.23,0,0.11,74.3,0.44,32.09,100.8,0
2025-04-24 23:00:00,1745517600,4,117.46,0,0.11,72.31,0.43,32.94,105.78,0
2025-04-25 00:00:00,1745521200,4,116.68,0,0.11,70.08,0.43,33.71,110.63,0
2025-04-25 01:00:00,1745524800,4,116.06,0,0.1,68.32,0.42,34.4,115.42,0
2025-04-25 02:00:00,1745528400,4,115.69,0,0.1,66.96,0.41,34.99,119.99,0
2025-04-25 03:00:00,1745532000,4,115.37,0,0.1,65.75,0.39,35.54,124.25,0
2025-04-25 04:00:00,1745535600,4,115.08,0,0.1,64.77,0.38,36.03,127.3,0
2025-04-25 05:00:00,1745539200,4,114.88,0,0.1,64.14,0.38,36.44,129.88,0
2025-04-25 06:00:00,1745542800,4,114.66,0,0.1,64.01,0.38,36.83,132.96,0
2025-04-25 07:00:00,1745546400,4,114.54,0,0.11,63.82,0.38,37.21,135.27,0
2025-04-25 08:00:00,1745550000,4,114.25,0.01,0.11,63.25,0.37,37.43,136.03,0
2025-04-25 09:00:00,1745553600,4,113.68,0.01,0.09,62.41,0.36,37.42,135.42,0
2025-04-25 10:00:00,1745557200,4,113.31,0.01,0.08,61.52,0.35,37.41,134.71,0
2025-04-25 11:00:00,1745560800,4,112.88,0.01,0.07,60.19,0.35,37.39,134.61,0
2025-04-25 12:00:00,1745564400,4,112.55,0.01,0.06,58.82,0.34,37.38,135.16,0
2025-04-25 13:00:00,1745568000,4,112.11,0.01,0.06,57.39,0.34,37.31,135.97,0
2025-04-25 14:00:00,1745571600,4,111.61,0.01,0.06,56.04,0.34,37.26,137.45,0
2025-04-25 15:00:00,1745575200,4,111.72,0.01,0.06,55.26,0.34,37.37,139.89,0
2025-04-25 16:00:00,1745578800,4,111.61,0.01,0.06,54.75,0.34,37.37,141.35,0
2025-04-25 17:00:00,1745582400,4,111.52,0.01,0.07,54.88,0.35,37.41,142.43,0
2025-04-25 18:00:00,1745586000,4,112.01,0.01,0.09,55.76,0.37,37.66,143.28,0
2025-04-25 19:00:00,1745589600,4,112.32,0,0.11,56.32,0.38,37.75,141.86,0
2025-04-25 20:00:00,1745593200,4,112.36,0,0.12,56.55,0.39,37.67,138.94,0
2025-04-25 21:00:00,1745596800,4,112.36,0,0.12,57.11,0.4,37.6,136.02,0
2025-04-25 22:00:00,1745600400,4,112.56,0,0.12,57.98,0.41,37.62,133.72,0
2025-04-25 23:00:00,1745604000,4,112.64,0,0.12,58.73,0.42,37.68,131.86,0
2025-04-26 00:00:00,1745607600,4,112.52,0,0.12,59.84,0.42,37.75,130.92,0
2025-04-26 01:00:00,1745611200,4,112.67,0,0.11,61.48,0.42,37.95,131.19,0
2025-04-26 02:00:00,1745614800,4,112.81,0,0.11,62.7,0.43,38.35,131.79,0
2025-04-26 03:00:00,1745618400,4,113,0,0.11,64.02,0.42,38.85,132.65,0
2025-04-26 04:00:00,1745622000,4,113.04,0,0.11,65.23,0.42,39.25,133.58,0
2025-04-26 05:00:00,1745625600,4,113.08,0,0.1,66.78,0.41,39.49,135.47,0
2025-04-26 06:00:00,1745629200,4,113.18,0,0.1,69.58,0.4,39.87,141.04,0
2025-04-26 07:00:00,1745632800,4,113.12,0,0.11,71.66,0.39,40.13,144.79,0
2025-04-26 08:00:00,1745636400,4,112.97,0.01,0.11,72.94,0.38,40.26,146.63,0
2025-04-26 09:00:00,1745640000,4,112.99,0.01,0.09,73.77,0.38,40.54,148.96,0
2025-04-26 10:00:00,1745643600,4,113.18,0.01,0.08,73.91,0.38,41.06,151.1,0
2025-04-26 11:00:00,1745647200,4,113.39,0.01,0.07,73.35,0.39,41.71,153.47,0
2025-04-26 12:00:00,1745650800,4,113.4,0.01,0.06,72.59,0.41,42.37,156.53,0
2025-04-26 13:00:00,1745654400,4,113.45,0.01,0.06,71.94,0.43,42.94,160.02,0
2025-04-26 14:00:00,1745658000,4,113.41,0.01,0.06,71.16,0.45,43.4,162.58,0
2025-04-26 15:00:00,1745661600,4,113.6,0.01,0.06,70.17,0.46,43.7,163.43,0
2025-04-26 16:00:00,1745665200,4,113.26,0.01,0.07,68.64,0.47,43.62,161.5,0
2025-04-26 17:00:00,1745668800,4,113.09,0.01,0.08,68.39,0.49,43.56,159.64,0
2025-04-26 18:00:00,1745672400,4,113.38,0.01,0.1,69.48,0.51,43.75,158.63,0
2025-04-26 19:00:00,1745676000,4,113.72,0,0.13,70.01,0.51,43.55,154.97,0
2025-04-26 20:00:00,1745679600,4,113.48,0,0.14,68.84,0.48,42.71,147.44,0
2025-04-26 21:00:00,1745683200,4,112.79,0,0.13,66.52,0.44,41.4,138.37,0
2025-04-26 22:00:00,1745686800,4,111.99,0,0.12,64.53,0.41,40.11,130.52,0
2025-04-26 23:00:00,1745690400,4,111.29,0,0.12,62.95,0.37,38.98,124.64,0
2025-04-27 00:00:00,1745694000,4,110.4,0,0.11,61.76,0.34,38.05,121.27,0
2025-04-27 01:00:00,1745697600,4,109.82,0,0.1,61.41,0.32,37.54,120.77,0
2025-04-27 02:00:00,1745701200,4,109.54,0,0.1,61.94,0.29,37.43,123.1,0
2025-04-27 03:00:00,1745704800,4,109.51,0,0.1,63.26,0.27,37.7,127.51,0
2025-04-27 04:00:00,1745708400,4,109.48,0,0.1,64.35,0.26,38.2,131.45,0
2025-04-27 05:00:00,1745712000,4,109.45,0,0.1,64.95,0.25,38.73,134.34,0
2025-04-27 06:00:00,1745715600,4,109.19,0,0.1,65.19,0.25,39.35,137.06,0
2025-04-27 07:00:00,1745719200,4,109.22,0,0.11,64.78,0.26,39.8,138.05,0
2025-04-27 08:00:00,1745722800,4,109.3,0.01,0.12,64.24,0.27,40.14,138.71,0
2025-04-27 09:00:00,1745726400,4,109.18,0.01,0.1,63.5,0.27,40.22,139.08,0
2025-04-27 10:00:00,1745730000,4,109.06,0.01,0.09,62.93,0.29,40.3,139.18,0
2025-04-27 11:00:00,1745733600,4,108.76,0.01,0.08,62.12,0.3,40.37,138.74,0
2025-04-27 12:00:00,1745737200,4,108.38,0.01,0.07,61.39,0.31,40.36,137.98,0
2025-04-27 13:00:00,1745740800,4,107.9,0.01,0.07,61.19,0.31,40.42,137.74,0
2025-04-27 14:00:00,1745744400,4,107.68,0.01,0.06,61.85,0.3,40.7,139.23,0
2025-04-27 15:00:00,1745748000,4,107.81,0.01,0.06,64.06,0.29,41.24,143.11,0
2025-04-27 16:00:00,1745751600,4,107.25,0.01,0.07,65.25,0.28,40.93,142.99,0
2025-04-27 17:00:00,1745755200,4,106.56,0.01,0.08,65.83,0.27,39.92,140.29,0
2025-04-27 18:00:00,1745758800,4,106.1,0.01,0.09,66.83,0.26,38.74,137.31,0
2025-04-27 19:00:00,1745762400,4,105.43,0,0.11,67.91,0.25,37.65,134.17,0
2025-04-27 20:00:00,1745766000,4,105.03,0,0.12,69.16,0.25,37.07,132.3,0
2025-04-27 21:00:00,1745769600,4,104.73,0,0.11,70.47,0.25,37.18,131.97,0
2025-04-27 22:00:00,1745773200,4,104.78,0,0.11,71.61,0.26,37.75,130.99,0
2025-04-27 23:00:00,1745776800,4,105.01,0,0.1,72.4,0.27,38.43,128.85,0
2025-04-28 00:00:00,1745780400,4,104.98,0,0.1,73.03,0.28,39.09,126.86,0
2025-04-28 01:00:00,1745784000,4,104.82,0,0.09,73.94,0.29,39.6,124.99,0
2025-04-28 02:00:00,1745787600,4,104.74,0,0.09,75.23,0.3,40.15,123.01,0
2025-04-28 03:00:00,1745791200,4,104.84,0,0.09,76.48,0.3,40.71,121.68,0
2025-04-28 04:00:00,1745794800,4,104.79,0,0.09,77.06,0.31,41.21,121.78,0
2025-04-28 05:00:00,1745798400,4,104.63,0,0.09,77.14,0.33,41.69,123.08,0
2025-04-28 06:00:00,1745802000,4,104.53,0,0.09,77.28,0.35,42.27,125.38,0
2025-04-28 07:00:00,1745805600,4,104.75,0,0.13,77.46,0.37,42.88,127.39,0
2025-04-28 08:00:00,1745809200,4,104.97,0.01,0.13,77.93,0.39,43.22,128.1,0
2025-04-28 09:00:00,1745812800,4,105.3,0.01,0.12,78.45,0.4,43.15,126.7,0
2025-04-28 10:00:00,1745816400,4,105.37,0.01,0.1,78.64,0.4,42.7,123.37,0
2025-04-28 11:00:00,1745820000,4,104.93,0.01,0.08,77.76,0.4,41.78,118.26,0
2025-04-28 12:00:00,1745823600,4,104.25,0.01,0.07,76.07,0.39,40.3,111.83,0
2025-04-28 13:00:00,1745827200,4,103.27,0.01,0.07,73.75,0.37,38.44,104.38,0
2025-04-28 14:00:00,1745830800,3,102.43,0.01,0.07,71.73,0.36,36.61,96.94,0
2025-04-28 15:00:00,1745834400,3,101.96,0.01,0.07,70.54,0.36,34.83,89.66,0
2025-04-28 16:00:00,1745838000,3,101.66,0.01,0.07,70.33,0.35,33.05,82.59,0
2025-04-28 17:00:00,1745841600,3,101.6,0.01,0.08,71.27,0.35,31.41,76.65,0
2025-04-28 18:00:00,1745845200,3,102.05,0.01,0.09,73.54,0.35,30.02,71.9,0
2025-04-28 19:00:00,1745848800,3,102.29,0,0.11,76.34,0.35,28.73,67.62,0
2025-04-28 20:00:00,1745852400,3,102.68,0,0.11,79.1,0.35,27.68,64.19,0
2025-04-28 21:00:00,1745856000,3,102.76,0,0.11,81.62,0.36,26.85,61.56,0
2025-04-28 22:00:00,1745859600,3,102.83,0,0.1,83.51,0.37,26.37,60.08,0
2025-04-28 23:00:00,1745863200,3,102.97,0,0.1,85.02,0.38,26.06,59.39,0
2025-04-29 00:00:00,1745866800,3,103.34,0,0.09,85.73,0.39,25.98,59.32,0
2025-04-29 01:00:00,1745870400,3,103.47,0,0.09,85.89,0.38,25.94,58.96,0
2025-04-29 02:00:00,1745874000,3,103.76,0,0.09,85.95,0.37,25.97,58.53,0
2025-04-29 03:00:00,1745877600,3,103.82,0,0.09,85.67,0.35,26.06,58.25,0
2025-04-29 04:00:00,1745881200,3,103.95,0,0.09,85.14,0.35,26.25,58.5,0
2025-04-29 05:00:00,1745884800,3,104.25,0,0.09,84.43,0.36,26.45,59.07,0
2025-04-29 06:00:00,1745888400,3,104.8,0,0.09,84.01,0.36,26.6,59.53,0
2025-04-29 07:00:00,1745892000,3,105.4,0,0.11,83.49,0.36,26.75,59.97,0
2025-04-29 08:00:00,1745895600,3,106.02,0.01,0.13,81.98,0.36,26.92,60.63,0
2025-04-29 09:00:00,1745899200,3,106.11,0.01,0.11,79.72,0.35,26.76,60.36,0
2025-04-29 10:00:00,1745902800,3,106.32,0.01,0.09,77.59,0.34,26.35,59.24,0
2025-04-29 11:00:00,1745906400,3,106.16,0.01,0.08,75.54,0.32,25.79,57.67,0
2025-04-29 12:00:00,1745910000,3,105.77,0.01,0.07,73.15,0.31,25.14,55.98,0
2025-04-29 13:00:00,1745913600,3,105.25,0.01,0.06,70.9,0.3,24.59,54.63,0
2025-04-29 14:00:00,1745917200,3,104.69,0.01,0.06,68.93,0.29,24.19,53.72,0
2025-04-29 15:00:00,1745920800,3,104.38,0.01,0.06,67.96,0.29,23.93,53.17,0
2025-04-29 16:00:00,1745924400,3,103.79,0.01,0.06,67.44,0.29,23.68,52.69,0
2025-04-29 17:00:00,1745928000,3,103.4,0.01,0.07,67.32,0.29,23.57,52.55,0
2025-04-29 18:00:00,1745931600,3,103.65,0.01,0.08,67.81,0.3,23.57,52.78,0
2025-04-29 19:00:00,1745935200,3,103.99,0,0.1,68.76,0.3,23.64,53.06,0
2025-04-29 20:00:00,1745938800,3,104.56,0,0.11,69.42,0.3,23.88,53.49,0
2025-04-29 21:00:00,1745942400,3,104.81,0,0.1,69.52,0.3,24.26,53.98,0
2025-04-29 22:00:00,1745946000,3,105.04,0,0.1,69.26,0.31,24.85,55.02,0
2025-04-29 23:00:00,1745949600,3,105.32,0,0.1,68.91,0.32,25.53,56.47,0
2025-04-30 00:00:00,1745953200,3,105.43,0,0.1,69.12,0.33,26.19,58,0
2025-04-30 01:00:00,1745956800,3,105.59,0,0.1,69.38,0.34,26.74,59.52,0
2025-04-30 02:00:00,1745960400,3,105.7,0,0.1,69.52,0.35,27.24,61.11,0
2025-04-30 03:00:00,1745964000,3,105.75,0,0.1,69.39,0.36,27.7,62.71,0
2025-04-30 04:00:00,1745967600,3,105.87,0,0.1,69.83,0.37,28.06,63.82,0
2025-04-30 05:00:00,1745971200,3,106.05,0,0.1,70.75,0.37,28.24,64.31,0
2025-04-30 06:00:00,1745974800,3,106.25,0,0.1,72.24,0.36,28.32,64.57,0
2025-04-30 07:00:00,1745978400,3,106.6,0,0.12,73.86,0.35,28.42,65.02,0
2025-04-30 08:00:00,1745982000,3,106.73,0.01,0.12,75.27,0.33,28.48,65.16,0
2025-04-30 09:00:00,1745985600,3,106.64,0.01,0.1,76.01,0.32,28.41,64.52,0
2025-04-30 10:00:00,1745989200,3,106.46,0.01,0.08,75.83,0.31,28.26,63.17,0
2025-04-30 11:00:00,1745992800,3,106.05,0.01,0.07,74.44,0.3,28.04,60.82,0
2025-04-30 12:00:00,1745996400,3,105.61,0.01,0.06,72.12,0.29,27.75,58.12,0
2025-04-30 13:00:00,1746000000,3,105.16,0.01,0.06,69.64,0.29,27.56,56.29,0
2025-04-30 14:00:00,1746003600,3,104.89,0.01,0.05,67.31,0.3,27.52,55.67,0
2025-04-30 15:00:00,1746007200,3,104.87,0.01,0.05,65.69,0.3,27.51,55.76,0
2025-04-30 16:00:00,1746010800,3,104.64,0.01,0.06,64.69,0.31,27.44,55.84,0
2025-04-30 17:00:00,1746014400,3,104.48,0.01,0.06,64.93,0.31,27.3,55.82,0
2025-04-30 18:00:00,1746018000,3,104.6,0.01,0.08,66.45,0.31,26.92,55.25,0
2025-04-30 19:00:00,1746021600,3,104.48,0,0.1,69.16,0.31,26.04,53.5,0
2025-04-30 20:00:00,1746025200,3,104.13,0,0.1,72.53,0.3,24.82,51.02,0
2025-04-30 21:00:00,1746028800,2,103.64,0,0.09,75.3,0.29,23.58,48.47,0
2025-04-30 22:00:00,1746032400,2,103.42,0,0.09,77.77,0.28,22.59,46.32,0
2025-04-30 23:00:00,1746036000,2,103.47,0,0.08,79.3,0.28,21.86,44.52,0
2025-05-01 00:00:00,1746039600,2,103.34,0,0.08,80.07,0.27,21.33,43.07,0
2025-05-01 01:00:00,1746043200,2,103.4,0,0.08,79.9,0.27,21.02,42.33,0
2025-05-01 02:00:00,1746046800,2,103.31,0,0.08,79.11,0.28,20.87,42.08,0
2025-05-01 03:00:00,1746050400,2,103.6,0,0.08,78.29,0.29,20.78,42.21,0
2025-05-01 04:00:00,1746054000,2,103.86,0,0.08,77.52,0.3,20.69,42.55,0
2025-05-01 05:00:00,1746057600,2,104.24,0,0.08,76.44,0.32,20.65,43.14,0
2025-05-01 06:00:00,1746061200,2,104.59,0,0.08,74.93,0.33,20.65,43.85,0
2025-05-01 07:00:00,1746064800,2,104.84,0,0.1,73.42,0.35,20.72,44.66,0
2025-05-01 08:00:00,1746068400,2,105.09,0.01,0.11,71.71,0.36,20.89,45.59,0
2025-05-01 09:00:00,1746072000,2,104.86,0.01,0.09,69.74,0.37,21.07,46.46,0
2025-05-01 10:00:00,1746075600,2,104.82,0.01,0.08,67.89,0.37,21.35,47.38,0
2025-05-01 11:00:00,1746079200,2,104.5,0.01,0.07,65.76,0.38,21.61,48.21,0
2025-05-01 12:00:00,1746082800,2,104.02,0.01,0.06,63.81,0.37,21.82,48.82,0
2025-05-01 13:00:00,1746086400,2,103.69,0.01,0.05,62.06,0.37,21.95,49.16,0
2025-05-01 14:00:00,1746090000,2,103.42,0.01,0.05,60.62,0.36,22.01,49.28,0
2025-05-01 15:00:00,1746093600,2,103.28,0.01,0.05,59.6,0.36,21.99,49.22,0
2025-05-01 16:00:00,1746097200,2,103.13,0.01,0.05,58.83,0.36,21.99,49.53,0
2025-05-01 17:00:00,1746100800,2,103.18,0.01,0.06,58.78,0.36,21.94,49.95,0
2025-05-01 18:00:00,1746104400,3,103.53,0.01,0.07,59.5,0.36,21.83,50.22,0
2025-05-01 19:00:00,1746108000,2,103.99,0,0.09,60.15,0.36,21.57,49.92,0
2025-05-01 20:00:00,1746111600,2,104.66,0,0.1,60.66,0.36,21.23,49.33,0
2025-05-01 21:00:00,1746115200,2,104.95,0,0.09,60.94,0.35,20.83,48.68,0
2025-05-01 22:00:00,1746118800,2,105.36,0,0.09,61.03,0.35,20.53,48.53,0
2025-05-01 23:00:00,1746122400,2,105.65,0,0.09,60.91,0.36,20.26,48.75,0
